Data,dia,SEMANA,Coordenador,Base,Rotas,DS (%),Utilização (%) - BSC,Utilização - Diario de bordo,Carros em manutenção,Sem Motorista,PNR (Qtd),Enviado para faturamento, Valor Cashout,% PNR Revertido,Ambulância Total,Ambulancia Custo Pralog,Ambulancia pendente de aprovação,NS,Treinamentos motoristas %,Academia do dispatcher,Visita Fantasma / %,Vou para la %,Anjos %,Aceite Scheduling,Scorecard / Telemetria,,Wickos (rotas pendentes de conferencia),Equipamentos off line,,Observações,Coluna1,Coluna2,,,,,,,,,,,,
9-jun.,SEGUNDA,24,Sabrina,SES1,26,"98,3%",,23,0,4,,,,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
9-jun.,SEGUNDA,24,Sabrina,SES2,9,"95,5%",,2,0,2,,,,,0,0,0,,0,0,,,100,,,,,,,,,,,,,,,,,,,,,
9-jun.,SEGUNDA,24,Jonathas ,SSP5,0,"0,0%",,,,,,,,,0,0,0,,0,0,,,100,,,,,,,,,,,,,,,,,,,,,
9-jun.,SEGUNDA,24,Jonathas ,SSP30,0,"0,0%",,,,,,,,,0,0,0,,0,0,,,50,,,,,,,,,,,,,,,,,,,,,
10-jun.,TERÇA,24,Erica,SMG2,28,"99,6%",,28,18,0,,,,,,,,,"92,8",100,,"44,61",,,,,,,,,,,,,,,,,,,,,,
10-jun.,TERÇA,24,Jonathas ,SMG3,10,"94,2%",,11,3,3,,,,,,,,,"78,8",100,,"53,18",,,,,,,,,,,,,,,,,,,,,,
10-jun.,TERÇA,24,Jonathas ,EMG21,24,"98,3%",,,,,,,,,,,,,"88,2",100,,"54,26",,,,,,,,,,,,,,,,,,,,,,
10-jun.,TERÇA,24,Erica,SMG6,18,"99,7%",,18,6,0,,,,,,,,,"91,4",100,,"54,02",,,,,,,,,,,,,,,,,,,,,,
10-jun.,TERÇA,24,Jonathas ,SMG8,18,"99,7%",,18,6,2,,,,,,,,,"97,5",,,"50,51",,,,,,,,,,,,,,,,,,,,,,
10-jun.,TERÇA,24,Jonathas ,SMG9,14,"100,0%",,7,2,0,,,,,,,,,"91,8",,,"65,65",,,,,,,,,,,,,,,,,,,,,,
10-jun.,TERÇA,24,Erica,SMG12,3,"100,0%",,3,3,5,,,,,,,,,"91,3",,,"69,35",,,,,,,,,,,,,,,,,,,,,,
10-jun.,TERÇA,24,Erica,EMG8,22,"98,7%",,,,,,,,,,,,,"88,2",,,"54,26",,,,,,,,,,,,,,,,,,,,,,
10-jun.,TERÇA,24,Jonathas ,SMG14,17,"99,3%",,,,,,,,,,,,,"88,2",100,,"37,59",,,,,,,,,,,,,,,,,,,,,,
10-jun.,TERÇA,24,Sabrina,SRJ1,55,"98,5%",,35,6,2,,,,,,,,,"87,1",,,"51,5",,,,,,,,,,,,,,,,,,,,,,
10-jun.,TERÇA,24,Sabrina,SRJ3,22,"99,6%",,18,3,0,,,,,,,,,"87,5",,,"54,35",,,,,,,,,,,,,,,,,,,,,,
10-jun.,TERÇA,24,Sabrina,SRJ5,6,"100,0%",,,,,,,,,,,,,"92,9",100,,"41,08",,,,,,,,,,,,,,,,,,,,,,
10-jun.,TERÇA,24,Sabrina,SRJ8,10,"99,7%",,3,3,0,,,,,,,,,"94,5",,,"47,27",,,,,,,,,,,,,,,,,,,,,,
10-jun.,TERÇA,24,Sabrina,SRJ10,28,"99,3%",,,,,,,,,,,,,"79,1",100,,"32,42",,,,,,,,,,,,,,,,,,,,,,
10-jun.,TERÇA,24,Sabrina,SRJ12,11,"99,6%",,9,1,0,,,,,,,,,"82,9",100,,"51,78",,,,,,,,,,,,,,,,,,,,,,
10-jun.,TERÇA,24,Sabrina,SES1,28,"98,4%",,,,,,,,,,,,,"59,3",100,,"47,74",,,,,,,,,,,,,,,,,,,,,,
10-jun.,TERÇA,24,Sabrina,SES2,4,"93,9%",,,,,,,,,,,,,80,100,,"30,17",,,,,,,,,,,,,,,,,,,,,,
10-jun.,TERÇA,24,Jonathas ,SSP5,,,,,,,,,,,,,,,0,,,"64,02",,,,,,,,,,,,,,,,,,,,,,
10-jun.,TERÇA,24,Jonathas ,SSP30,,,,,,,,,,,,,,,0,,,"54,25",,,,,,,,,,,,,,,,,,,,,,
